cycle,branch,model,modeldate,candidate_Trump,candidate_Biden,candidate_3rd, ecwin_Trump , ecwin_Biden , ecwin_3rd , ec_nomajority , popwin_Trump , popwin_Biden ,popwin_3rd,ev_Trump,ev_Biden,ev_3rd,ev_Trump_hi,ev_Biden_hi,ev_3rd_hi,ev_Trump_lo,ev_Biden_lo,ev_3rd_lo, national_voteshare_Trump , national_voteshare_Biden , national_voteshare_3rd , nat_voteshare_other , national_voteshare_Trump_hi , national_voteshare_Biden_hi , national_voteshare_3rd_hi , nat_voteshare_other_hi , national_voteshare_Trump_lo , national_voteshare_Biden_lo , national_voteshare_3rd_lo ,nat_voteshare_other_lo,timestamp,simulations
2020,President,polls-plus,8/24/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.17 , 0.83 ,,213.7483,324.2517,,332,432,,106,206,, 46.02 , 52.67 ,, 1.31 , 50.50 , 57.12 ,, 2.02 , 41.58 , 48.19 ,,68%,8/24/20 20:38,40000
2020,President,polls-plus,8/23/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.17 , 0.83 ,,212.5292,325.4708,,331,435,,103,207,, 45.97 , 52.73 ,, 1.30 , 50.49 , 57.27 ,, 2.02 , 41.44 , 48.21 ,,67%,8/23/20 19:00,40000
2020,President,polls-plus,8/22/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.17 , 0.83 ,,213.3921,324.6079,,331,433,,105,207,, 46.01 , 52.69 ,, 1.30 , 50.46 , 57.18 ,, 2.01 , 41.51 , 48.21 ,,66%,8/22/20 19:00,40000
2020,President,polls-plus,8/21/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.16 , 0.84 ,,213.0551,324.9449,,331,433,,105,207,, 46.00 , 52.71 ,, 1.29 , 50.46 , 57.18 ,, 2.01 , 41.54 , 48.25 ,,66%,8/21/20 19:26,40000
2020,President,polls-plus,8/20/20,Trump,Biden,, 0.27 , 0.72 ,, 0.00 , 0.17 , 0.83 ,,215.0446,322.9554,,333,431,,107,205,, 46.08 , 52.64 ,, 1.28 , 50.52 , 57.06 ,, 2.00 , 41.66 , 48.18 ,,66%,8/20/20 19:00,40000
2020,President,polls-plus,8/19/20,Trump,Biden,, 0.28 , 0.72 ,, 0.00 , 0.17 , 0.83 ,,216.3484,321.6516,,335,429,,109,203,, 46.13 , 52.59 ,, 1.28 , 50.59 , 57.04 ,, 2.00 , 41.68 , 48.13 ,,65%,8/19/20 23:52,40000
2020,President,polls-plus,8/18/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.17 , 0.83 ,,214.7168,323.2832,,333,430,,108,205,, 46.09 , 52.63 ,, 1.28 , 50.47 , 57.04 ,, 1.99 , 41.68 , 48.23 ,,65%,8/18/20 19:23,40000
2020,President,polls-plus,8/17/20,Trump,Biden,, 0.27 , 0.72 ,, 0.00 , 0.17 , 0.83 ,,215.2729,322.7271,,333,431,,107,205,, 46.11 , 52.61 ,, 1.28 , 50.54 , 57.09 ,, 2.00 , 41.63 , 48.18 ,,65%,8/17/20 22:43,40000
2020,President,polls-plus,8/16/20,Trump,Biden,, 0.28 , 0.71 ,, 0.00 , 0.18 , 0.82 ,,215.5538,322.4463,,336,431,,107,202,, 46.17 , 52.55 ,, 1.28 , 50.68 , 57.06 ,, 2.01 , 41.68 , 48.06 ,,65%,8/16/20 20:17,40000
2020,President,polls-plus,8/15/20,Trump,Biden,, 0.28 , 0.72 ,, 0.00 , 0.17 , 0.83 ,,213.2509,324.7491,,335,434,,104,203,, 46.06 , 52.65 ,, 1.29 , 50.63 , 57.21 ,, 2.01 , 41.49 , 48.07 ,,66%,8/15/20 19:00,40000
2020,President,polls-plus,8/14/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.17 , 0.83 ,,211.6081,326.3919,,333,433,,105,205,, 45.99 , 52.71 ,, 1.30 , 50.50 , 57.18 ,, 2.02 , 41.52 , 48.22 ,,66%,8/14/20 19:00,40000
2020,President,polls-plus,8/13/20,Trump,Biden,, 0.28 , 0.72 ,, 0.00 , 0.18 , 0.82 ,,213.7498,324.2502,,336,434,,104,202,, 46.12 , 52.59 ,, 1.29 , 50.64 , 57.13 ,, 2.01 , 41.58 , 48.04 ,,66%,8/13/20 21:50,40000
2020,President,polls-plus,8/12/20,Trump,Biden,, 0.29 , 0.71 ,, 0.00 , 0.18 , 0.82 ,,215.1911,322.8088,,337,433,,105,201,, 46.17 , 52.52 ,, 1.30 , 50.71 , 57.11 ,, 2.03 , 41.56 , 47.98 ,,67%,8/12/20 23:41,40000
2020,President,polls-plus,8/11/20,Trump,Biden,, 0.29 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,214.9498,323.0502,,337,433,,105,201,, 46.20 , 52.49 ,, 1.30 , 50.84 , 57.10 ,, 2.03 , 41.59 , 47.85 ,,66%,8/11/20 19:08,40000
2020,President,polls-plus,8/10/20,Trump,Biden,, 0.28 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,214.5426,323.4573,,337,435,,103,201,, 46.19 , 52.49 ,, 1.32 , 50.86 , 57.15 ,, 2.03 , 41.55 , 47.82 ,,68%,8/10/20 23:50,40000
2020,President,polls-plus,8/9/20,Trump,Biden,, 0.29 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,215.6911,322.3089,,339,433,,105,199,, 46.25 , 52.43 ,, 1.32 , 50.95 , 57.09 ,, 2.04 , 41.57 , 47.72 ,,68%,8/10/20 10:15,40000
2020,President,polls-plus,8/8/20,Trump,Biden,, 0.29 , 0.71 ,, 0.00 , 0.20 , 0.80 ,,216.0827,321.9173,,339,433,,105,199,, 46.26 , 52.42 ,, 1.32 , 50.90 , 57.07 ,, 2.04 , 41.59 , 47.75 ,,68%,8/10/20 10:19,40000
2020,President,polls-plus,8/7/20,Trump,Biden,, 0.30 , 0.70 ,, 0.00 , 0.20 , 0.80 ,,217.1632,320.8368,,340,434,,104,198,, 46.30 , 52.39 ,, 1.32 , 51.02 , 57.10 ,, 2.05 , 41.58 , 47.66 ,,68%,8/10/20 10:19,40000
2020,President,polls-plus,8/6/20,Trump,Biden,, 0.29 , 0.70 ,, 0.00 , 0.20 , 0.80 ,,216.8208,321.1793,,341,433,,105,197,, 46.29 , 52.39 ,, 1.32 , 51.04 , 57.13 ,, 2.04 , 41.56 , 47.64 ,,68%,8/10/20 10:19,40000
2020,President,polls-plus,8/5/20,Trump,Biden,, 0.30 , 0.70 ,, 0.00 , 0.20 , 0.80 ,,217.515,320.485,,341,433,,105,197,, 46.31 , 52.36 ,, 1.33 , 51.08 , 57.10 ,, 2.04 , 41.56 , 47.59 ,,68%,8/10/20 10:19,40000
2020,President,polls-plus,8/4/20,Trump,Biden,, 0.28 , 0.72 ,, 0.00 , 0.18 , 0.82 ,,212.0597,325.9403,,337,435,,103,201,, 46.11 , 52.58 ,, 1.31 , 50.80 , 57.24 ,, 2.05 , 41.44 , 47.89 ,,67%,8/10/20 10:22,40000
2020,President,polls-plus,8/3/20,Trump,Biden,, 0.28 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,212.9614,325.0386,,337,435,,103,201,, 46.14 , 52.54 ,, 1.32 , 50.85 , 57.26 ,, 2.04 , 41.46 , 47.84 ,,67%,8/10/20 10:25,40000
2020,President,polls-plus,8/2/20,Trump,Biden,, 0.28 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,213.0605,324.9395,,338,435,,103,200,, 46.14 , 52.54 ,, 1.32 , 50.90 , 57.26 ,, 2.05 , 41.43 , 47.76 ,,68%,8/10/20 10:26,40000
2020,President,polls-plus,8/1/20,Trump,Biden,, 0.29 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,212.7638,325.2362,,338,436,,102,200,, 46.12 , 52.56 ,, 1.32 , 50.86 , 57.30 ,, 2.05 , 41.36 , 47.80 ,,68%,8/10/20 10:26,40000
2020,President,polls-plus,7/31/20,Trump,Biden,, 0.29 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,213.5757,324.4243,,340,436,,102,198,, 46.15 , 52.54 ,, 1.32 , 50.89 , 57.31 ,, 2.04 , 41.40 , 47.78 ,,68%,8/10/20 10:26,40000
2020,President,polls-plus,7/30/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.17 , 0.83 ,,208.4238,329.5762,,334,436,,102,204,, 45.94 , 52.75 ,, 1.32 , 50.54 , 57.31 ,, 2.04 , 41.39 , 48.10 ,,68%,8/10/20 10:28,40000
2020,President,polls-plus,7/29/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.17 , 0.83 ,,209.04,328.96,,335,438,,100,203,, 45.92 , 52.75 ,, 1.33 , 50.58 , 57.42 ,, 2.06 , 41.25 , 48.11 ,,68%,8/10/20 10:32,40000
2020,President,polls-plus,7/28/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.17 , 0.83 ,,207.1326,330.8674,,333,440,,98,205,, 45.86 , 52.81 ,, 1.33 , 50.51 , 57.48 ,, 2.05 , 41.19 , 48.16 ,,69%,8/10/20 10:32,40000
2020,President,polls-plus,7/27/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.17 , 0.83 ,,208.6976,329.3023,,336,438,,100,202,, 45.92 , 52.74 ,, 1.34 , 50.67 , 57.51 ,, 2.07 , 41.18 , 48.00 ,,70%,8/10/20 10:32,40000
2020,President,polls-plus,7/26/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.18 , 0.82 ,,208.3017,329.6984,,336,439,,99,202,, 45.97 , 52.69 ,, 1.34 , 50.72 , 57.42 ,, 2.06 , 41.27 , 47.95 ,,70%,8/10/20 10:33,40000
2020,President,polls-plus,7/25/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.18 , 0.82 ,,209.0473,328.9527,,337,439,,99,201,, 45.99 , 52.67 ,, 1.34 , 50.82 , 57.41 ,, 2.07 , 41.25 , 47.86 ,,69%,8/10/20 10:35,40000
2020,President,polls-plus,7/24/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.18 , 0.82 ,,209.7756,328.2244,,337,440,,98,201,, 46.00 , 52.67 ,, 1.33 , 50.81 , 57.48 ,, 2.06 , 41.15 , 47.83 ,,69%,8/10/20 10:38,40000
2020,President,polls-plus,7/23/20,Trump,Biden,, 0.26 , 0.73 ,, 0.00 , 0.18 , 0.82 ,,207.8097,330.1903,,335,441,,97,203,, 45.95 , 52.71 ,, 1.34 , 50.78 , 57.57 ,, 2.08 , 41.13 , 47.90 ,,69%,8/10/20 10:38,40000
2020,President,polls-plus,7/22/20,Trump,Biden,, 0.25 , 0.75 ,, 0.00 , 0.18 , 0.82 ,,206.5702,331.4298,,335,441,,97,203,, 45.89 , 52.78 ,, 1.33 , 50.78 , 57.57 ,, 2.06 , 41.09 , 47.88 ,,68%,8/10/20 10:38,40000
2020,President,polls-plus,7/21/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.19 , 0.81 ,,208.3234,329.6766,,337,441,,97,201,, 45.96 , 52.70 ,, 1.34 , 50.85 , 57.63 ,, 2.07 , 41.06 , 47.80 ,,69%,8/10/20 10:39,40000
2020,President,polls-plus,7/20/20,Trump,Biden,, 0.25 , 0.75 ,, 0.00 , 0.18 , 0.82 ,,205.582,332.418,,335,444,,94,203,, 45.84 , 52.83 ,, 1.33 , 50.80 , 57.76 ,, 2.06 , 40.93 , 47.89 ,,68%,8/10/20 10:42,40000
2020,President,polls-plus,7/19/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.18 , 0.82 ,,206.8156,331.1844,,334,443,,95,204,, 45.89 , 52.80 ,, 1.31 , 50.81 , 57.69 ,, 2.04 , 40.97 , 47.88 ,,67%,8/10/20 10:44,40000
2020,President,polls-plus,7/18/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.18 , 0.82 ,,207.1693,330.8307,,335,445,,93,203,, 45.89 , 52.80 ,, 1.31 , 50.83 , 57.75 ,, 2.04 , 40.95 , 47.87 ,,67%,8/10/20 10:45,40000
2020,President,polls-plus,7/17/20,Trump,Biden,, 0.26 , 0.73 ,, 0.00 , 0.18 , 0.82 ,,206.6574,331.3426,,335,444,,94,203,, 45.89 , 52.79 ,, 1.32 , 50.84 , 57.77 ,, 2.06 , 40.93 , 47.84 ,,67%,8/10/20 10:44,40000
2020,President,polls-plus,7/16/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.18 , 0.82 ,,205.8413,332.1587,,335,445,,93,203,, 45.84 , 52.85 ,, 1.32 , 50.78 , 57.80 ,, 2.06 , 40.86 , 47.91 ,,66%,8/10/20 10:46,40000
2020,President,polls-plus,7/15/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,202.8228,335.1772,,330,444,,94,208,, 45.71 , 52.97 ,, 1.31 , 50.58 , 57.78 ,, 2.06 , 40.90 , 48.12 ,,67%,8/10/20 10:48,40000
2020,President,polls-plus,7/14/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.18 , 0.82 ,,205.0833,332.9167,,335,446,,92,203,, 45.80 , 52.87 ,, 1.32 , 50.81 , 57.86 ,, 2.06 , 40.82 , 47.87 ,,67%,8/10/20 10:51,40000
2020,President,polls-plus,7/13/20,Trump,Biden,, 0.26 , 0.74 ,, 0.00 , 0.18 , 0.82 ,,204.7945,333.2055,,335,446,,92,203,, 45.79 , 52.90 ,, 1.32 , 50.83 , 57.93 ,, 2.06 , 40.75 , 47.84 ,,67%,8/10/20 10:51,40000
2020,President,polls-plus,7/12/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.18 , 0.82 ,,206.4143,331.5857,,337,446,,92,201,, 45.86 , 52.82 ,, 1.32 , 50.97 , 57.89 ,, 2.06 , 40.80 , 47.72 ,,68%,8/10/20 10:51,40000
2020,President,polls-plus,7/11/20,Trump,Biden,, 0.28 , 0.72 ,, 0.00 , 0.19 , 0.81 ,,208.5454,329.4546,,338,446,,92,200,, 45.93 , 52.74 ,, 1.33 , 51.06 , 57.84 ,, 2.07 , 40.82 , 47.60 ,,67%,8/10/20 10:52,40000
2020,President,polls-plus,7/10/20,Trump,Biden,, 0.28 , 0.72 ,, 0.00 , 0.19 , 0.81 ,,207.4411,330.5589,,338,446,,92,200,, 45.90 , 52.78 ,, 1.32 , 51.01 , 57.90 ,, 2.07 , 40.77 , 47.68 ,,67%,8/10/20 10:55,40000
2020,President,polls-plus,7/9/20,Trump,Biden,, 0.27 , 0.72 ,, 0.00 , 0.19 , 0.81 ,,208.0501,329.9499,,337,444,,94,201,, 45.90 , 52.78 ,, 1.32 , 51.01 , 57.84 ,, 2.06 , 40.86 , 47.67 ,,67%,8/10/20 10:57,40000
2020,President,polls-plus,7/8/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.19 , 0.81 ,,206.8318,331.1682,,337,446,,92,201,, 45.86 , 52.82 ,, 1.32 , 50.99 , 57.89 ,, 2.07 , 40.75 , 47.70 ,,67%,8/10/20 10:57,40000
2020,President,polls-plus,7/7/20,Trump,Biden,, 0.27 , 0.73 ,, 0.00 , 0.18 , 0.82 ,,206.8485,331.1515,,337,446,,92,201,, 45.86 , 52.82 ,, 1.32 , 50.93 , 57.89 ,, 2.09 , 40.78 , 47.73 ,,66%,8/10/20 10:57,40000
2020,President,polls-plus,7/6/20,Trump,Biden,, 0.28 , 0.72 ,, 0.00 , 0.20 , 0.80 ,,211.0341,326.9659,,339,444,,94,199,, 46.01 , 52.66 ,, 1.33 , 51.19 , 57.79 ,, 2.07 , 40.85 , 47.48 ,,67%,8/10/20 10:59,40000
2020,President,polls-plus,7/5/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,202.7701,335.2299,,326,443,,95,212,, 45.65 , 53.03 ,, 1.32 , 50.38 , 57.78 ,, 2.05 , 40.91 , 48.25 ,,67%,8/10/20 11:01,40000
2020,President,polls-plus,7/4/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,203.1415,334.8585,,326,444,,94,212,, 45.66 , 53.03 ,, 1.31 , 50.45 , 57.83 ,, 2.05 , 40.84 , 48.24 ,,67%,8/10/20 11:03,40000
2020,President,polls-plus,7/3/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,201.9703,336.0297,,326,445,,93,212,, 45.60 , 53.09 ,, 1.31 , 50.39 , 57.88 ,, 2.05 , 40.81 , 48.28 ,,67%,8/10/20 11:04,40000
2020,President,polls-plus,7/2/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,202.9859,335.0142,,327,444,,94,211,, 45.65 , 53.04 ,, 1.31 , 50.45 , 57.83 ,, 2.05 , 40.84 , 48.25 ,,66%,8/10/20 11:03,40000
2020,President,polls-plus,7/1/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,202.0124,335.9876,,327,446,,92,211,, 45.62 , 53.07 ,, 1.31 , 50.49 , 57.95 ,, 2.04 , 40.75 , 48.21 ,,66%,8/10/20 11:05,40000
2020,President,polls-plus,6/30/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,202.2096,335.7904,,328,446,,92,210,, 45.62 , 53.07 ,, 1.31 , 50.48 , 57.91 ,, 2.05 , 40.79 , 48.20 ,,66%,8/10/20 11:08,40000
2020,President,polls-plus,6/29/20,Trump,Biden,, 0.21 , 0.79 ,, 0.00 , 0.14 , 0.86 ,,196.828,341.172,,318,446,,92,220,, 45.40 , 53.29 ,, 1.31 , 50.07 , 57.94 ,, 2.03 , 40.73 , 48.62 ,,66%,8/10/20 11:09,40000
2020,President,polls-plus,6/28/20,Trump,Biden,, 0.21 , 0.79 ,, 0.00 , 0.14 , 0.86 ,,196.2056,341.7944,,318,446,,92,220,, 45.40 , 53.29 ,, 1.30 , 50.07 , 57.91 ,, 2.03 , 40.79 , 48.59 ,,66%,8/10/20 11:10,40000
2020,President,polls-plus,6/27/20,Trump,Biden,, 0.21 , 0.79 ,, 0.00 , 0.13 , 0.87 ,,196.2634,341.7366,,317,446,,92,221,, 45.40 , 53.29 ,, 1.31 , 50.05 , 57.91 ,, 2.03 , 40.77 , 48.67 ,,66%,8/10/20 11:09,40000
2020,President,polls-plus,6/26/20,Trump,Biden,, 0.21 , 0.79 ,, 0.00 , 0.14 , 0.86 ,,195.4595,342.5405,,317,448,,90,221,, 45.36 , 53.34 ,, 1.30 , 50.08 , 58.03 ,, 2.03 , 40.67 , 48.61 ,,66%,8/10/20 11:12,40000
2020,President,polls-plus,6/25/20,Trump,Biden,, 0.22 , 0.78 ,, 0.00 , 0.14 , 0.86 ,,198.2772,339.7228,,320,446,,92,218,, 45.47 , 53.23 ,, 1.30 , 50.18 , 57.91 ,, 2.03 , 40.79 , 48.52 ,,66%,8/10/20 11:14,40000
2020,President,polls-plus,6/24/20,Trump,Biden,, 0.21 , 0.79 ,, 0.00 , 0.14 , 0.86 ,,196.5073,341.4927,,318,447,,91,220,, 45.39 , 53.31 ,, 1.30 , 50.11 , 58.01 ,, 2.04 , 40.66 , 48.59 ,,66%,8/10/20 11:16,40000
2020,President,polls-plus,6/23/20,Trump,Biden,, 0.22 , 0.78 ,, 0.00 , 0.15 , 0.85 ,,197.761,340.239,,322,447,,91,216,, 45.44 , 53.24 ,, 1.32 , 50.26 , 58.00 ,, 2.06 , 40.67 , 48.45 ,,66%,8/10/20 11:16,40000
2020,President,polls-plus,6/22/20,Trump,Biden,, 0.22 , 0.78 ,, 0.00 , 0.14 , 0.86 ,,198.0367,339.9633,,320,447,,91,218,, 45.41 , 53.28 ,, 1.31 , 50.19 , 58.08 ,, 2.05 , 40.60 , 48.49 ,,66%,8/10/20 11:15,40000
2020,President,polls-plus,6/21/20,Trump,Biden,, 0.22 , 0.78 ,, 0.00 , 0.15 , 0.85 ,,199.1915,338.8086,,322,446,,92,216,, 45.49 , 53.21 ,, 1.31 , 50.31 , 57.97 ,, 2.03 , 40.70 , 48.41 ,,66%,8/10/20 11:18,40000
2020,President,polls-plus,6/20/20,Trump,Biden,, 0.22 , 0.78 ,, 0.00 , 0.15 , 0.85 ,,199.5023,338.4977,,322,446,,92,216,, 45.50 , 53.20 ,, 1.30 , 50.29 , 57.98 ,, 2.03 , 40.73 , 48.41 ,,66%,8/10/20 11:21,40000
2020,President,polls-plus,6/19/20,Trump,Biden,, 0.23 , 0.77 ,, 0.00 , 0.15 , 0.85 ,,200.5645,337.4355,,325,446,,92,213,, 45.54 , 53.15 ,, 1.31 , 50.38 , 57.97 ,, 2.05 , 40.73 , 48.32 ,,66%,8/10/20 11:45,40000
2020,President,polls-plus,6/18/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,201.7995,336.2005,,329,446,,92,209,, 45.61 , 53.07 ,, 1.31 , 50.51 , 57.92 ,, 2.05 , 40.77 , 48.17 ,,67%,8/10/20 11:46,40000
2020,President,polls-plus,6/17/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,202.0645,335.9355,,327,446,,92,211,, 45.62 , 53.06 ,, 1.32 , 50.49 , 57.91 ,, 2.06 , 40.76 , 48.17 ,,68%,8/10/20 11:47,40000
2020,President,polls-plus,6/16/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,203.4893,334.5107,,328,444,,94,210,, 45.68 , 53.00 ,, 1.32 , 50.55 , 57.89 ,, 2.06 , 40.80 , 48.15 ,,67%,8/10/20 11:25,40000
2020,President,polls-plus,6/15/20,Trump,Biden,, 0.25 , 0.75 ,, 0.00 , 0.16 , 0.84 ,,205.0138,332.9862,,328,442.5,,95.5,210,, 45.76 , 52.93 ,, 1.32 , 50.55 , 57.72 ,, 2.06 , 40.93 , 48.13 ,,67%,8/10/20 11:27,40000
2020,President,polls-plus,6/14/20,Trump,Biden,, 0.23 , 0.76 ,, 0.00 , 0.15 , 0.85 ,,201.995,336.005,,326,443,,95,212,, 45.61 , 53.07 ,, 1.32 , 50.35 , 57.86 ,, 2.05 , 40.86 , 48.30 ,,67%,8/10/20 11:51,40000
2020,President,polls-plus,6/13/20,Trump,Biden,, 0.24 , 0.76 ,, 0.00 , 0.16 , 0.84 ,,203.3475,334.6525,,326,443,,95,212,, 45.68 , 53.00 ,, 1.31 , 50.45 , 57.77 ,, 2.05 , 40.89 , 48.24 ,,67%,8/10/20 11:52,40000
2020,President,polls-plus,6/12/20,Trump,Biden,, 0.24 , 0.75 ,, 0.00 , 0.16 , 0.84 ,,203.924,334.076,,326,442,,96,212,, 45.73 , 52.95 ,, 1.32 , 50.45 , 57.69 ,, 2.04 , 41.00 , 48.23 ,,67%,8/10/20 11:22,40000
2020,President,polls-plus,6/11/20,Trump,Biden,, 0.25 , 0.75 ,, 0.00 , 0.16 , 0.84 ,,204.4158,333.5842,,328,442,,96,210,, 45.77 , 52.91 ,, 1.32 , 50.51 , 57.66 ,, 2.04 , 41.05 , 48.18 ,,67%,8/10/20 11:31,40000
2020,President,polls-plus,6/10/20,Trump,Biden,, 0.28 , 0.71 ,, 0.00 , 0.18 , 0.82 ,,211.3559,326.6442,,333,438,,100,205,, 46.01 , 52.67 ,, 1.32 , 50.75 , 57.43 ,, 2.05 , 41.28 , 47.93 ,,67%,8/10/20 11:34,40000
2020,President,polls-plus,6/9/20,Trump,Biden,, 0.29 , 0.71 ,, 0.00 , 0.19 , 0.81 ,,213.6465,324.3535,,334,435,,103,204,, 46.13 , 52.55 ,, 1.31 , 50.86 , 57.31 ,, 2.05 , 41.39 , 47.84 ,,67%,8/10/20 11:57,40000
2020,President,polls-plus,6/8/20,Trump,Biden,, 0.30 , 0.69 ,, 0.00 , 0.20 , 0.80 ,,216.1307,321.8693,,337,434,,104,201,, 46.24 , 52.44 ,, 1.32 , 50.99 , 57.18 ,, 2.05 , 41.52 , 47.70 ,,67%,8/10/20 11:59,40000
